matchNumber,teamNumber,tournament,value,cubesAcquired,cubesScored,startingPos,mobility,autoPyramid,autoGround,autoCubePickup,autoExchangeAttempt,autoExchangeScored,autoSwitchFarAttempt,autoSwitchFarScored,autoSwitchNearAttempt,autoSwitchNearScored,autoScaleFarAttempt,autoScaleFarScored,autoScaleNearAttempt,autoScaleNearScored,autoCubeAttempt,autoCubeScored,autoRobotAction,ownSwitchFarAttempt,ownSwitchFarScored,ownSwitchNearAttempt,ownSwichNearScored,scaleFarAttempt,scaleFarScored,scaleNearAttempt,scaleNearScored,oppSwitchFarAttempt,oppSwitchFarScored,oppSwitchNearAttempt,oppSwitchNearScored,teleExchangeAttempt,teleExchangeScored,teleSwitchAttempt,teleSwitchScored,teleScaleAttempt,teleScaleScored,teleOppSwitchAttempt,teleOppSwitchScored,telePickup,teleCubePickup,teleCubeAttempt,teleCubeScored,teleRobotAction,park,carried,hangAttempt,hangSuccess,noCarried,comments
19,5409,york,,11,4,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,4,"{""1"":0,""2"":0,""3"":4,""4"":1,""humanLoadNear"":6,""humanLoadFar"":0}",11,5,4,"[""human Load Near"",""zone 3"",""opp switch near"",""human Load Near"",""zone 3"",""opp switch near"",""human Load Near"",""zone 4"",""opp switch near"",""human Load Near"",""zone 3"",""opp switch near"",""human Load Near"",""zone 3"",""human Load Near""]",false,false,true,false,0,Intake was not successfull most of the time. control over the cube was not good - kusal
20,4976,york,,5,5,,true,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"[""switch far 20.749""]",3,2,0,,2,2,1,0,0,0,0,0,0,0,3,2,3,2,0,0,"{""1"":0,""2"":0,""3"":0,""4"":1,""humanLoadNear"":4,""humanLoadFar"":0}",5,6,4,"[""zone 4"",""own switch far"",""human Load Near"",""scale far"",""human Load Near"",""own switch far"",""human Load Near"",""scale far"",""human Load Near""]",false,false,false,false,0,
20,3683,york,,11,8,,true,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,0,0,,5,4,0,0,3,3,0,0,1,1,0,0,5,4,3,3,"{""1"":1,""2"":0,""3"":6,""4"":1,""humanLoadNear"":0,""humanLoadFar"":3}",11,9,8,"[""zone 3"",""scale far"",""zone 3"",""scale far"",""zone 3"",""zone 3"",""scale far"",""zone 3"",""opp switch far"",""zone 3"",""opp switch far"",""human Load Far"",""opp switch far"",""human Load Far"",""human Load Far"",""scale far"",""zone 4"",""zone 1"",""exchange""]",false,false,true,true,0,
20,1374,york,,4,4,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,"{""1"":4,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",4,4,4,"[""own switch near"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""own switch near"",""zone 1""]",false,false,false,false,0,had problems on the beginni
20,6878,york,,9,9,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,,0,0,0,0,0,0,0,0,9,8,1,1,0,0,0,0,"{""1"":9,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",9,10,9,"[""own switch far"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange""]",true,false,false,false,0,
20,5921,york,,4,2,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,"{""1"":0,""2"":0,""3"":0,""4"":1,""humanLoadNear"":3,""humanLoadFar"":0}",4,2,2,"[""human Load Near"",""opp switch near"",""human Load Near"",""zone 4"",""human Load Near"",""opp switch near""]",false,false,false,false,0,
20,1325,york,,16,7,,true,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,,0,0,7,6,0,0,0,0,1,1,0,0,7,6,0,0,"{""1"":1,""2"":3,""3"":4,""4"":1,""humanLoadNear"":7,""humanLoadFar"":0}",16,8,7,"[""zone 2"",""scale near"",""human Load Near"",""zone 2"",""scale near"",""human Load Near"",""zone 3"",""scale near"",""human Load Near"",""zone 3"",""scale near"",""human Load Near"",""zone 3"",""scale near"",""zone 3"",""human Load Near"",""zone 2"",""scale near"",""human Load Near"",""zone 4"",""exchange"",""human Load Near"",""zone 1""]",true,false,false,false,0,the intake was very quick. very good on the scale - kusal
21,6632,york,,5,5,,true,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"[""switch far 10.017""]",0,0,0,,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,"{""1"":0,""2"":4,""3"":1,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",5,4,4,"[""zone 2"",""scale near"",""zone 3"",""scale near"",""zone 2"",""scale near"",""zone 2"",""scale near"",""zone 2""]",false,false,true,true,0,
21,188,york,,12,9,,true,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,"[""ground pickup 8.449""]",0,0,0,,6,5,0,0,4,4,0,0,0,0,0,0,6,5,4,4,"{""1"":0,""2"":4,""3"":4,""4"":1,""humanLoadNear"":0,""humanLoadFar"":2}",11,10,9,"[""zone 2"",""scale far"",""zone 2"",""scale far"",""zone 2"",""opp switch far"",""zone 3"",""opp switch far"",""zone 3"",""opp switch far"",""zone 4"",""opp switch far"",""zone 3"",""scale far"",""human Load Far"",""zone 3"",""scale far"",""human Load Far"",""zone 2"",""scale far""]",false,false,true,false,0,"Very versatile, able to put cubes on then opponent's switch and then quickly focus on the scale -Jeffrey"
21,2935,york,,9,9,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4,,0,0,0,0,0,0,1,1,4,4,4,4,0,0,1,1,"{""1"":8,""2"":0,""3"":1,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",9,9,9,"[""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""own switch near"",""zone 1"",""own switch near"",""zone 1"",""own switch near"",""zone 1"",""own switch near"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 3"",""opp switch near""]",true,false,false,false,0,exchanging and parking was fast
21,4039,york,,9,6,,true,1,0,1,0,0,0,0,2,2,0,0,0,0,2,2,"[""switch near 5.29"",""pyramid 11.503"",""switch near 15.554""]",0,0,0,,0,0,0,0,0,0,5,2,2,2,0,0,0,0,5,2,"{""1"":3,""2"":0,""3"":1,""4"":0,""humanLoadNear"":4,""humanLoadFar"":0}",8,7,4,"[""zone 3"",""human Load Near"",""human Load Near"",""opp switch near"",""human Load Near"",""zone 1"",""human Load Near"",""opp switch near"",""zone 1"",""exchange"",""zone 1"",""exchange""]",false,false,false,false,0,"playing OK defense, needs to be more quick, scored in opponents switch-Awais"
21,4992,york,,9,10,,true,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"[""switch far 8.417""]",2,2,0,,0,0,0,0,0,0,0,0,7,7,2,2,0,0,0,0,"{""1"":8,""2"":1,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",9,9,9,"[""zone 1"",""own switch far"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 2"",""own switch far""]",false,false,false,false,0,tech foul for contact in protected zone nearly cost us the match -tobais
21,4519,york,,0,0,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"":0,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",0,0,0,,false,false,false,false,0,Thugin- complete waste;didn't score;wasn't helpful;got multiple fouls
22,3161,york,,8,5,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,6,3,0,0,0,0,0,0,0,0,2,2,6,3,0,0,"{""1"":0,""2"":4,""3"":2,""4"":0,""humanLoadNear"":0,""humanLoadFar"":2}",8,8,5,"[""own switch near"",""zone 2"",""scale far"",""zone 2"",""zone 2"",""zone 2"",""scale far"",""human Load Far"",""zone 3"",""zone 3"",""scale far"",""human Load Far"",""own switch near""]",true,false,false,false,0,
22,6339,york,,1,0,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""1"":0,""2"":1,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",1,1,0,"[""zone 2""]",true,false,false,false,0,Angel-roamed around
22,5699,york,,2,3,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,"{""1"":2,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",2,3,3,"[""own switch far"",""zone 1"",""own switch far"",""zone 1"",""exchange""]",true,false,false,false,0,Has trouble picking up cubes -Jeffrey
22,4932,york,,3,4,,true,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"[""switch far 8.903""]",0,0,0,,0,0,2,2,0,0,0,0,1,1,0,0,2,2,0,0,"{""1"":2,""2"":1,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",3,3,3,"[""zone 1"",""exchange"",""zone 1"",""scale near"",""zone 2"",""scale near""]",false,false,false,false,0,"fel, was doing well before it felll -Tobias"
22,5409,york,,6,7,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,0,0,0,0,0,0,0,0,5,5,2,2,0,0,0,0,"{""1"":6,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",6,7,7,"[""own switch near"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""own switch near""]",false,false,true,true,0,"team is 5409 mistake fix it, very slow mechanism that increases height , did good on vault"
22,1334,york,,3,3,,true,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"[""switch far 11.819""]",0,0,0,,0,0,1,0,2,2,0,0,0,0,0,0,1,0,2,2,"{""1"":1,""2"":0,""3"":0,""4"":0,""humanLoadNear"":2,""humanLoadFar"":0}",3,3,2,"[""zone 1"",""opp switch far"",""human Load Near"",""opp switch far"",""human Load Near""]",false,false,true,true,0,Thugin- Good switch bot.can only put cubes on the scale ifit is leaning towards them becaus e there shooter for scale can't reach normal height
23,2056,york,,16,13,,true,4,0,4,0,0,0,0,3,3,0,0,0,0,3,3,"[""switch near 1.941"",""pyramid 4.843"",""pyramid 5.06"",""switch near 7.641"",""pyramid 10.283"",""switch near 12.383"",""pyramid 14.408""]",0,0,1,,0,0,4,3,0,0,6,6,0,0,1,1,4,3,6,6,"{""1"":0,""2"":4,""3"":5,""4"":3,""humanLoadNear"":0,""humanLoadFar"":0}",12,11,10,"[""scale near"",""zone 2"",""zone 2"",""scale near"",""zone 2"",""own switch near"",""zone 2"",""scale near"",""zone 3"",""opp switch near"",""zone 3"",""opp switch near"",""zone 3"",""opp switch near"",""zone 3"",""opp switch near"",""zone 3"",""opp switch near"",""zone 4"",""opp switch near"",""zone 4"",""zone 4""]",false,false,true,true,1,launched a cube - Tobias
23,2200,york,,9,9,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,0,0,0,0,0,0,0,0,7,7,2,2,0,0,0,0,"{""1"":8,""2"":1,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",9,9,9,"[""zone 2"",""exchange"",""zone 1"",""own switch near"",""zone 1"",""exchange"",""zone 1"",""own switch near"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange""]",false,true,false,false,0,very quick to turn around after in taking a cube to put it in the vault -Jeffrey
23,6070,york,,11,10,,true,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"[""switch far 16.525""]",0,0,0,,0,0,0,0,4,4,0,0,5,5,0,0,0,0,4,4,"{""1"":5,""2"":0,""3"":0,""4"":0,""humanLoadNear"":1,""humanLoadFar"":5}",11,9,9,"[""human Load Far"",""opp switch far"",""human Load Far"",""opp switch far"",""human Load Far"",""opp switch far"",""human Load Far"",""human Load Far"",""opp switch far"",""human Load Near"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange""]",true,false,false,false,0,
23,5776,york,,2,0,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"":0,""2"":0,""3"":0,""4"":0,""humanLoadNear"":2,""humanLoadFar"":0}",2,0,0,"[""human Load Near"",""human Load Near""]",false,false,false,false,0,
23,6461,york,,0,0,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"":0,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",0,0,0,,true,false,false,false,0,
23,6135,york,,1,2,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,"{""1"":1,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",1,2,2,"[""exchange"",""zone 1"",""exchange""]",true,false,false,false,0,"6135 is the team, claw couldn't do anything, cubes were just pushed,-Awais"
24,4069,york,,10,6,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,5,4,0,0,0,0,2,2,0,0,5,4,0,0,"{""1"":1,""2"":8,""3"":1,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",10,7,6,"[""zone 2"",""scale near"",""zone 2"",""scale near"",""zone 2"",""zone 2"",""zone 2"",""scale near"",""zone 2"",""scale near"",""zone 2"",""zone 3"",""zone 2"",""exchange"",""zone 1"",""exchange""]",false,false,true,true,0,Had a few problems with intake and lifting the cubes
24,3571,york,,4,2,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,2,2,0,0,0,0,0,0,1,0,0,0,2,2,0,0,"{""1"":0,""2"":0,""3"":0,""4"":3,""humanLoadNear"":0,""humanLoadFar"":1}",4,3,2,"[""scale far"",""human Load Far"",""zone 4"",""zone 4"",""scale far"",""zone 4""]",false,false,true,true,0,
24,2386,york,,11,7,,true,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,0,0,4,,4,3,0,0,0,0,0,0,0,0,4,4,4,3,0,0,"{""1"":5,""2"":6,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",11,8,7,"[""zone 1"",""scale far"",""zone 2"",""zone 2"",""scale far"",""zone 2"",""zone 2"",""own switch near"",""zone 2"",""own switch near"",""zone 1"",""own switch near"",""zone 1"",""own switch near"",""zone 1"",""zone 1"",""zone 2"",""scale far""]",true,false,false,false,0,
24,2609,york,,7,7,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,0,,0,0,0,0,2,2,0,0,2,2,3,3,0,0,2,2,"{""1"":0,""2"":0,""3"":0,""4"":0,""humanLoadNear"":7,""humanLoadFar"":0}",7,7,7,"[""own switch far"",""human Load Near"",""own switch far"",""human Load Near"",""own switch far"",""human Load Near"",""opp switch far"",""human Load Near"",""opp switch far"",""human Load Near"",""exchange"",""human Load Near"",""exchange"",""human Load Near""]",false,false,false,false,0,Thugin- amazing exchange and switch not; quick and precise;
24,4902,york,,3,1,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"{""1"":2,""2"":1,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",3,1,1,"[""zone 1"",""own switch far"",""zone 1"",""zone 2""]",false,false,false,false,0,"couldn't drop intake for first half of match , when it did drop they had issues using it- tobias"
24,6130,york,,5,6,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,"{""1"":5,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",5,6,6,"[""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange""]",false,false,false,false,0,"team number is 6130,  cubes were pushed and dragged into vault Awais"
25,3560,york,,4,3,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,"{""1"":0,""2"":0,""3"":1,""4"":1,""humanLoadNear"":2,""humanLoadFar"":0}",4,3,3,"[""zone 3"",""opp switch near"",""zone 4"",""opp switch near"",""human Load Near"",""opp switch near"",""human Load Near""]",false,false,false,false,0,
25,4308,york,,9,8,,true,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"[""switch far 5.207""]",0,0,0,,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,"{""1"":8,""2"":0,""3"":0,""4"":1,""humanLoadNear"":0,""humanLoadFar"":0}",9,7,7,"[""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""zone 4""]",false,false,false,false,0,some issues intaking - Tobias
25,6323,york,,8,5,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,4,0,,0,0,0,0,0,0,0,0,1,1,5,4,0,0,0,0,"{""1"":3,""2"":4,""3"":1,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",8,6,5,"[""zone 2"",""zone 2"",""zone 2"",""own switch far"",""zone 2"",""own switch far"",""zone 1"",""zone 1"",""own switch far"",""zone 1"",""own switch far"",""zone 3"",""exchange""]",true,false,false,false,0,Was shoving around enemy bots a lot -Jeffrey
25,1241,york,,7,5,,true,0,2,2,0,0,0,0,0,0,2,2,0,0,2,2,"[""scale far 3.111"",""ground pickup 7.884"",""scale far 9.002"",""ground pickup 14.279""]",0,0,0,,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,"{""1"":2,""2"":0,""3"":3,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",5,3,3,"[""zone 1"",""zone 1"",""scale far"",""zone 3"",""scale far"",""zone 3"",""scale far"",""zone 3""]",false,true,true,true,0,Angel- they did not hang
25,5406,york,,9,9,,true,1,0,1,0,0,0,0,2,1,0,0,0,0,2,1,"[""switch near 5.053"",""pyramid 10.341""]",0,0,2,,0,0,0,0,0,0,0,0,6,6,2,2,0,0,0,0,"{""1"":8,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",8,8,8,"[""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""own switch near"",""zone 1"",""own switch near""]",false,false,true,true,1,"played very good,consistent vault not and later would carry a not for the last 30 seconds, can do anything but went for vault. - Awais"
25,4618,york,,8,4,,true,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""ground pickup NaN""]",0,0,1,,0,0,3,3,0,0,0,0,1,0,1,1,3,3,0,0,"{""1"":3,""2"":0,""3"":0,""4"":0,""humanLoadNear"":4,""humanLoadFar"":0}",7,5,4,"[""own switch near"",""human Load Near"",""scale near"",""human Load Near"",""scale near"",""human Load Near"",""zone 1"",""zone 1"",""zone 1"",""scale near"",""human Load Near""]",false,false,true,true,0,
26,3161,york,,10,10,,true,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,6,6,0,,1,1,0,0,0,0,0,0,3,3,6,6,1,1,0,0,"{""1"":3,""2"":6,""3"":1,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",10,10,10,"[""zone 3"",""scale far"",""zone 2"",""own switch far"",""zone 2"",""own switch far"",""zone 2"",""own switch far"",""zone 2"",""own switch far"",""zone 2"",""own switch far"",""zone 1"",""own switch far"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 2"",""exchange""]",false,false,true,true,0,
26,6342,york,,8,6,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,,0,0,0,0,0,0,0,0,5,4,2,2,0,0,0,0,"{""1"":8,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",8,7,6,"[""own switch far"",""zone 1"",""exchange"",""zone 1"",""own switch far"",""zone 1"",""exchange"",""zone 1"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""zone 1""]",false,false,false,false,0,
27,6342,york,,8,6,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,,0,0,0,0,0,0,0,0,5,4,2,2,0,0,0,0,"{""1"":8,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",8,7,6,"[""own switch far"",""zone 1"",""exchange"",""zone 1"",""own switch far"",""zone 1"",""exchange"",""zone 1"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""zone 1""]",false,false,false,false,0,
26,6135,york,,6,6,,true,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,"[""switch near 11.919""]",0,0,1,,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,"{""1"":6,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",6,5,5,"[""zone 1"",""own switch near"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""zone 1"",""exchange""]",true,false,false,false,0,"was having trouble with intake and putting the boxes on the switches, ended up just shoving cubes into the exchange -Jeffrey"
26,1374,york,,5,4,,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,"{""1"":1,""2"":0,""3"":0,""4"":2,""humanLoadNear"":0,""humanLoadFar"":2}",5,4,4,"[""zone 1"",""zone 4"",""opp switch far"",""human Load Far"",""opp switch far"",""human Load Far"",""opp switch far"",""zone 4"",""opp switch far""]",false,false,false,false,0,was scoring on the opponets switch -Awais
26,6339,york,,1,0,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"":0,""2"":0,""3"":0,""4"":1,""humanLoadNear"":0,""humanLoadFar"":0}",1,0,0,"[""zone 4""]",true,false,false,false,0,inabl!city to pick up and hold onto cubes - Tobias
26,6537,york,,5,4,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,0,0,0,0,0,0,3,2,0,0,2,2,0,0,3,2,"{""1"":1,""2"":0,""3"":0,""4"":1,""humanLoadNear"":2,""humanLoadFar"":1}",5,5,4,"[""zone 4"",""opp switch near"",""human Load Near"",""opp switch near"",""human Load Near"",""zone 1"",""own switch near"",""human Load Far"",""own switch near""]",false,false,false,false,0,I believe I need a way to intake cubes - kusal
27,1325,york,,7,7,,true,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,"[""scale far 5.924"",""pyramid 9.007""]",0,0,0,,1,1,0,0,5,5,0,0,0,0,0,0,1,1,5,5,"{""1"":0,""2"":0,""3"":0,""4"":0,""humanLoadNear"":6,""humanLoadFar"":0}",6,6,6,"[""scale far"",""human Load Near"",""opp switch far"",""human Load Near"",""opp switch far"",""human Load Near"",""opp switch far"",""human Load Near"",""opp switch far"",""human Load Near"",""opp switch far"",""human Load Near""]",false,false,false,false,0,
27,6461,york,,3,1,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"{""1"":1,""2"":2,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",3,1,1,"[""zone 2"",""zone 2"",""exchange"",""zone 1""]",true,false,false,false,0,
27,2935,york,,7,7,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,,0,0,0,0,0,0,0,0,6,6,1,1,0,0,0,0,"{""1"":6,""2"":1,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",7,7,7,"[""own switch far"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""zone 1"",""exchange"",""zone 2"",""exchange"",""zone 1"",""exchange""]",true,false,false,false,0,after vault was full drove around kinda lost- Tobias
27,2386,york,,8,6,,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,3,0,,0,0,0,0,1,0,0,0,3,3,4,3,0,0,1,0,"{""1"":4,""2"":3,""3"":1,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",8,8,6,"[""own switch far"",""zone 2"",""own switch far"",""zone 2"",""zone 2"",""own switch far"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""zone 3""]",false,false,true,true,0,Had some troubles putting cubes on the switches -Jeffrey
27,4039,york,,11,12,,true,1,0,1,0,0,0,0,2,2,0,0,0,0,2,2,"[""switch near 5.381"",""pyramid 9.833"",""switch near 20.146""]",0,0,7,,0,0,0,0,0,0,0,0,3,3,7,7,0,0,0,0,"{""1"":7,""2"":3,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",10,10,10,"[""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""exchange"",""zone 1"",""own switch near"",""zone 1"",""own switch near"",""zone 1"",""own switch near"",""zone 1"",""own switch near"",""zone 2"",""own switch near"",""zone 2"",""own switch near"",""zone 2"",""own switch near""]",true,false,false,false,0,can score very fast on scale and on opponent -Awais
27,4932,york,,1,1,,true,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,"[""switch near 10.464""]",0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"":1,""2"":0,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",1,0,0,"[""zone 1""]",false,false,false,false,0,"Angel- was tipping over for most of the match, ended up tipping over at 90 secs and stayed that way for the rest of the match"
28,2609,york,,10,6,,true,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,"[""switch near 4.792""]",0,0,3,,0,0,0,0,0,0,0,0,3,2,3,3,0,0,0,0,"{""1"":7,""2"":3,""3"":0,""4"":0,""humanLoadNear"":0,""humanLoadFar"":0}",10,6,5,"[""zone 2"",""own switch near"",""zone 2"",""own switch near"",""zone 2"",""own switch near"",""zone 1"",""zone 1"",""zone 1"",""exchange"",""zone 1"",""zone 1"",""exchange"",""zone 1"",""zone 1""]",false,false,false,false,0,
28,6070,york,,5,4,,true,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"[""switch far 16.552""]",0,0,0,,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,3,"{""1"":0,""2"":0,""3"":0,""4"":2,""humanLoadNear"":2,""humanLoadFar"":1}",5,4,3,"[""zone 4"",""human Load Far"",""opp switch far"",""zone 4"",""opp switch far"",""human Load Near"",""human Load Near"",""opp switch far""]",false,false,false,false,0,
